3/2/2016,Love listening to Amazon Music with my Amazon Prime. So many free downloads of singles and albums. It's awesome.,amazon
3/15/2016,"If you have prime membership you should try prime music I love it, and the best thing it is for free. Try it if you haven't as yet.",amazon
12/23/2015,I love the variety of music. I really enjoyed listening to rock and roll.,amazon
9/3/2016,Excellent choice of music and love to plug my phone into my stereo and listen to the music of my choice! :-),amazon
3/29/2016,Excellant option great music all included with your prime membership one great price I love it. Lots of people missing out. how can you not love.it,amazon
10/9/2015,I jhust love my prime music order it and it in your liberty then on your computer and in two days you get the cd how could you not just love it,amazon
10/21/2015,Finding new artist and songs I forgot about...love it!!,amazon
11/15/2016,"Love the music that I can put on my phone, Best of all it is free.",amazon
9/27/2016,"I love that its inclusive in the Prime package, and as the Library grows its getting better all the time. Granted there are some you still need to pay for, the amount included with the Prime package is pretty fair.",amazon
11/21/2014,Love the different music choices. Very easy to navigate through and easy to stream for a very reasonable price.,amazon
3/5/2016,"Love this app. Easy to use, and ton's of music",amazon
9/25/2017,"Great selection! I love it and recommend it to my friends. Prime is a great value.
  I wish it was free data on my Verizon service.",amazon
11/25/2015,Just got the app a few days ago but so far I love it.,amazon
8/10/2015,Using prime with all of its advantages makes it more than worth the price. I absolutely love having prime's music app.,amazon
2/2/2016,"Love using the mp3 service from amazon ,I ordered two CDs and was able to download both albums immediately . Now they are on my phone so I can listen anytime I want. The CDs even showed up earlier than I expected . This service is great for people that want to listen to CDs at home and on the go with their mobile devices.",amazon
4/28/2013,"Love the Lauren Daigle CD & download. If I were wealthy, I would purchase it for EVERYONE I know!",amazon
5/5/2016,LOVE LOVE LOVE PRIME MUSIC. ONLY WISH THAT IT WAS AN OPTION ON MY SMART TV. ONLY THE VIDEO STREAMING IS.,amazon
3/31/2016,I love that I can download music right to my phone. My problem is where do I go the music I forget.,amazon
4/24/2016,"LOVE IT. EASY USE, AWSOME. THANKS FOR ALL THE MUSIC. GH",amazon
12/24/2016,"Amazing service, I love new music and am loving the download option as I have no service at my job . Thanks to Prime Music I have new music+faves all the time .ONLY missing is my RokayU app ? Or itd be 5 plus stars",amazon
11/16/2014,Best music streaming service ever! Love it!! Will highly recommend!!! A+++++,amazon
9/15/2015,"Love, love, love the offline access to downloaded songs.",amazon
7/22/2015,"Still a few bugs (screens hang, music stops playing) but other than that I love it.",amazon
6/28/2016,"Not sure why I didn't download this sooner! I love all of the music choices, the playlists, the channels. I can listen to it at work or through my Echo at home and it's amazing!",amazon
5/3/2015,Love that I can download on my prime account so many of my favorite songs free.,amazon
7/14/2016,Love this app and Amazon. Great selection of free songs plus any you want to buy. Love the offline library option also.,amazon
1/17/2016,LOVE LOVE LOVE AMAZON PRIME MUSIC! Before I had iheart and Pandora... for me THIS IS BETTER. No ads!! I love too how know I can get it on my Amazon Fire Stick.,amazon
7/24/2015,Good i love it,amazon
5/3/2017,I love being able to hear the music on the way to work.,amazon
7/21/2015,One of the perks to Amazon Prime! Love it!,amazon
12/18/2016,love this new benefit for the prime member very easy to use love it!!!!!!!!!,amazon
7/22/2016,Love ! Love ! Love it ! Great streaming !,amazon
12/26/2016,love this app very simple and easy to use,amazon
1/7/2017,Love having access to so many of my favorite music...please add more! :),amazon
8/6/2016,I get all the newest songs to listen to without the commercials. I have also been able to customize my own Playlist. Love it!,amazon
12/6/2015,I love the fact that i can choose what i want to listen to an when. Amazon music with Prime is amazing. Only music app you will ever need!!,amazon
10/9/2015,I love that Amazon Prime with music has playlists and different stations...plus NO ADS!!!!!,amazon
5/13/2016,"Love using this, able to bring up music suited to our taste.",amazon
9/26/2016,Love this. Having my music wherever i go is awesome. Great app..,amazon
9/8/2016,still getting used to it after switching from google music. I think it will be just as good. I love that they put the lyrics,amazon
12/7/2015,I love Amazon Music. Just added it to my new laptop.,amazon
10/28/2016,"The last 2 updates have absolutely ruined Amazon music. I love Amazon but they are now trying to force users into purchasing Amazon Unlimited for 9.99 a month. Nope. I pay for Prime. This app is now horrible to navigate and nearly impossible to purchase music. At every selection, you are promoted to try Unlimited for 30 days free. Greedy Amazon. Bad form.",amazon
5/21/2017,Two thumbs up. Love the artist stations.,amazon
12/17/2016,Love it! Great perk with Amazon Prime.,amazon
1/5/2017,A nice subscription music program but I love in the country and not being to play offline is a deal breaker. Not a huge fan of data music.,amazon
10/7/2015,I love having access to FREE music and not having to listen to other music in the meantime. I have a full stream of all my favorites.,amazon
10/29/2015,We put this app our new Moto g phone just so we could sit on the deck and listen to music. We love it. Lots and lots of playlists of defferent types of music. Fun!,amazon
5/30/2015,I love this even more than Pandora. It rarely has buffering issues and it has no commercials and it plays a great variety of songs!,amazon
11/5/2015,East to use....love it! All my favorite music at me fingertips.,amazon
8/27/2016,I can listen to what I want. Love it.,amazon
9/5/2017,"Love this app. First Player & cloud service worth my time.
 
 I do get some weird updating warnings, since this app can't be uninstalled from the Android Market 1st, as it is a system application, before installing the Amazon Appstore version. Original Droid (Froyo) & Xoom (Honeycomb).",amazon
4/7/2011,Love i . Has just about everything I'm lookaying for!!!,amazon
10/9/2016,THIS Is AWESOME. I used to listen to the radio but not much any more but now I can have my music with me at all times. Love it. Thanks,amazon
10/7/2015,I love my song choices,amazon
5/4/2017,Love Amazon prime music. Can listen through my computer or any of my devices. Dancing all day long.,amazon
3/9/2016,Love the selection and so easy touse,amazon
1/31/2017,"Love it, no matter what device I'm on my music is there.",amazon
9/24/2016,Works well wherever you go! I love it!,amazon
12/6/2016,ROCK & ROLL.....LOVE IT,amazon
11/17/2014,I love this amazon prime which enables me to buy music online,amazon
9/1/2016,Excellent service. Great selection and audio quality. I love it.,amazon
8/17/2016,I love it. Keep up the great work.,amazon
1/18/2017,Love the album's page,amazon
7/20/2015,"I love Amazon. I love Amazon music. I only want to buy my music from Amazon. I'd love to be able to play my Amazon music with my Amazon music app. But it sucks. I start it, it just shuts down. I start it again, get my band picked (on Prime, or my library) shuts down again.
 
 Since I've had the app, I spent a lot of time setting my playlists. Then you update and bam, playlists are empty. I've done that multiple times. If you all don't do something I'm going to migrate to a different company. I don't want to, but as another reviewer said, you have to try hard to make an app this bad.",amazon
4/3/2017,I think it so awesome that we can download just about any type or taste in music! I love Prime and the selections are worth noting!,amazon
10/15/2015,Use it every single day. Love it!!,amazon
1/3/2017,"I have to admit there is a lot of music to choose from, I love this, so far my music is non stop ",amazon
2/27/2016,"We really enjoy this service. Not only do they have a lot of good music, they have created playlists sometimes by artist and sometimes by genre and those are great. We love the ones that are ""kids friendly"".",amazon
9/5/2014,I love this feature. I have access to many different songsand can make my own play lists. I love having access to the free songs and being able to search different play lists.,amazon
3/27/2015,Love this have it on all my devices..,amazon
12/4/2016,I love the music right at your fingertips. So many choices!,amazon
8/30/2016,Love having the different types of music to listen to while I work.,amazon
7/26/2016,Love the selections,amazon
10/23/2017,I love being able to access my music on my computer and cell phone without having to copy the music to the second device.,amazon
11/28/2015,"I love this app, great variety and no commercials like pandora or other music apps.",amazon
5/16/2016,I love Amazon music!! I have found songs that I forgot remastered. And it's free with prime!!,amazon
3/29/2016,"Love this app. I can have all of my Amazon paid and Prime music right on my phone, including my playlists.",amazon
1/31/2016,Love it. Sad thing is I had it for so long didn't even know about it,amazon
7/18/2016,"Love, love, love it. It makes my heart happy!",amazon
7/20/2015,Great selection love it that you get it free with prime,amazon
9/12/2016,We love this benefit to our Prime membership. This is the only way my husband listens to music now,amazon
3/5/2016,"I love the music, play all the time.",amazon
12/2/2016,I love that I can listen to so many different choices,amazon
9/18/2016,"Endless choices, so far I love it",amazon
12/13/2016,I love being able to listen to great songs when I want to. Only problem is I really don't understand everything I can do with it.,amazon
10/11/2015,Love having all my music online using this service.,amazon
9/25/2016,"LOVE IT, AMAZON IS THE GREATEST",amazon
12/21/2016,love it has all the music you could want,amazon
8/4/2015,Love it! It has expanded my music world 100%,amazon
7/20/2015,"Love the premade song lists based on style, album, vocalist, etc. Top notch.
 No advertising.",amazon
2/29/2016,"I use this app on my phone, laptop, desktop and kindle fire hd! I love to listen to music at work!",amazon
2/25/2016,Love it! No commercials & lots of great playlists! Plus i like being able to download the music to my PC or Phone! :),amazon
12/3/2015,Absolutely love this channel- I love that it comes with the prime.,amazon
7/16/2016,"Endless selection, we love it!",amazon
2/6/2017,I love the Activity Playlists!,amazon
2/5/2017,LOVE IT! No more to be said...,amazon
2/19/2017,"Nice music app, I love that it comes with my prime membership.",amazon
8/1/2016,i have downgraded my review of this app. first pro is that you can download music for offline play. if you have an android device (for example my galaxy tab A) you can put that downloaded music onto the ext card. pro: i love the curated playlists that amazon creates. now the con which knock off 2 stars - IT IS THE MOST FRUSTRATING & CONFUSING APP I HAVE EVER EVER ENCOUNTERED. once you add an album or playlist to your library GOOD LUCK IN FINDING IT LATER. if you add more than one album it adds them all in a row of songs instead of individual albums - AGAIN SO FRUSTRATING AND CONFUSING. many times i get so frustrated that i just into recents and play that. why does it have to be the opposite of user friendly?,amazon
10/1/2015,LOVE that there are NO commercials with PRIME; haven't learned to turn it OFF on my phone w/o extreme difficulty.,amazon
12/18/2015,I can't believe i didn't know about this before! Amazon prime rocks! Love love love the varsity of music!!! Turn it on while I'm cleaning and get lost in music.,amazon
5/18/2015,"Great mixture of genres available for Prime Music. Need more music especially older titles from the 50s, 60s, 70, 80s, 90s. NIce arrangement of menus. Easily accessible. Love the new stand alone app for Amazon Prime Music.",amazon
6/23/2014,"I love listening to Amazon Prime music while I'm doing my cmptr. work, fixing supper and doing dishes.",amazon
2/3/2016,I've spent a lot of money on iTunes but it's annoying that I have to convert my music to Mp3 all the time. Not with Amazon MP3. And the prices are usually better than iTunes. I also love that my music is in the cloud and I can access it anywhere.,amazon
3/13/2014,I love the Modern Gospel Prime station!!!!,amazon
10/24/2016,I love Amazon music for real.,amazon
12/25/2016,Love the service. Great selection overall.,amazon
7/22/2015,Love it!!! I conveniently had prime before this was available. One of the only memberships that I have kept and always will.!!,amazon
10/8/2015,love it its a lot of fun listing to music i grew up with brings back memories,amazon
5/22/2016,I love how I can pick and store and any time my music.,amazon
8/30/2016,Quality is great just not enough music choices and artists quantity is small. Once they get more it will easily be five stars. Love the lyrics no commercial.,amazon
5/21/2015,"Great,
 Love the variety.",amazon
12/15/2016,Love it! Tremendous value with Prime.,amazon
12/15/2016,"Since I love classical music and can find this easily on prime music I am very pleased with Amazon Music with Prime Music!
 Great Combination.",amazon
7/15/2015,I love Amazon Prime Misic. It's got such a huge library and 1000's of playlists! Definitely a must have! Best value in music!,amazon
10/7/2015,I love Amazon Music it's a great way of listening to new up and coming Artist.,amazon
5/13/2016,Love Prime music. Great for listening to my favorite musicians and music. Can listen from my phone through my car system.,amazon
10/29/2015,I love this album. It's on repeat all day everyday and in gym. Kat graham you are a beast!!!,amazon
3/9/2016,Love how I can have this on several devices and all sync up so I have my music with me always.,amazon
2/29/2016,Love it. I'm not enamored with today's music. Amazon music with prime gives me music I like and allows me to store it as albums in which I can categorize as I prefer.,amazon
4/7/2015,Love this. I get to listen to new music without buying the cd. And I love the variety. I have a wide range of interests,amazon
11/9/2015,Love Amazon Prime Music. Has most any song you want to listen to. Listen for free with Amazon Prime.,amazon
1/31/2016,Love it. Send me an invite when year is up. Thanks,amazon
9/6/2016,I love taking my music with me wherever I go and listening to what I want at,amazon
5/15/2016,Love all the selections and the pre-made playlists as well! Also like the constant updates and improvements with the addition of songs based on my listening habits! And can use it on several devices too!,amazon
9/26/2014,Plays well with no skipping. I love the prime music.,amazon
8/27/2016,I pre ordered Adele 25 & it was delivered as promised! I love that it automatically is downloaded into my Library!,amazon
11/23/2015,Love the great selection!,amazon
1/3/2017,I really love Amazon prime music. I just listen to one playlist after another!,amazon
4/27/2016,Love love love my music through Amazon. It is all I listen to!,amazon
7/4/2016,Love this new service. Listened to Christmas music of MY own choosing on my phone and my Echo. Thanks!,amazon
1/2/2016,I love this service and all the free prime music get. I only wish that the free Prime music selected didn't expire since you can't download or transfer it.,amazon
5/15/2015,Love it!! Play my songlists to my Bluetooth speaker all day long. Two Thumbs Up!,amazon
4/19/2016,love this prime addition,amazon
12/21/2016,Love Prime Music. Let's me hear all my music with no hassle.,amazon
7/16/2016,I love this product and the ease of it was an unsuspected surprise. Thanks,amazon
5/14/2016,what a marvelous benefit of being a Prime member. I love it!,amazon
7/10/2016,I love the fact you can download the music to your device so you can play it off-line without messing with the DRM.,amazon
11/12/2015,It buffers a lot but otherwise I love it,amazon
10/8/2016,I love my amazon music. It was super simple to add to my library and even easier to download it!,amazon
2/2/2016,Love this product it has made my life better.,amazon
9/16/2016,Love it! Can find or purchase just about any song and most of the music you can get free if your a prime member!,amazon
1/4/2016,Love the ease of use carries 90% of my music free how could it be better??,amazon
5/10/2016,We love this so much that we canceled our Pandora account.,amazon
7/19/2016,Love this app.great for exercise and sound is good.,amazon
8/17/2016,This is AWESOME AND EASY TO USE!!!! Muchmuch better than Google play. I highly recommend this. So easy to select songs and place them into files. I just love it.,amazon
3/24/2015,"Love it!! Has a wide variety of music to choose from, which is what I like !!",amazon
4/19/2016,"What I love best about this is no commercials! Pandora, are you listening?",amazon
5/2/2016,Spotify is what I use ... and love it ... I'm sure this would be fine if I already didn't have a great outlet for music.,amazon
10/13/2015,Excellent selection! I got rid of my Sirius Radio cause of the multi different genres.Love it!,amazon
2/5/2016,Love it! Tons of songs available,amazon
11/5/2016,"Love Amazon Music. Apps are easy to use and w/ Amazon Prime subscription, you get a boat-load of free music that can be streamed or downloaded. Should quality is better than iTunes, in my opinion.",amazon
10/8/2014,IMHO this is the safest way to buy music. Once I buy a song it goes to all mu music apps. I love that.,amazon
5/13/2015,"Fantastic, I love it.",amazon
12/30/2016,Love all of the playlist options. I don't even have to put together my own but I could.,amazon
2/28/2016,"Awesome! Love it! What a wonderful app, my favorite music with me all the time and lots of choices for free!",amazon
11/22/2015,Great! I love my free music!,amazon
8/8/2015,I love this app and I love my prime membership. I don't need any other music app on my phone now.,amazon
1/18/2016,Easy to use and intuitive...I can get right to the music or I can spend hours searching for new stuff and I can listen anywhere. I love it.,amazon
7/9/2015,"I love that I can take my music with me all the time and it can be updated frequently, this is an excellent way to listen to a variety of music.",amazon
6/19/2015,I love this feature of Prime! Fantastic stations to choose from and my favorite plays all the most awesome songs that I love. Best playlist ever.,amazon
6/13/2015,Still needs a wider selection but I love the option to download and not use my data.,amazon
3/13/2016,"Love how this is so interactive with my phone, desktop, laptop and car stereo.",amazon
4/11/2016,Love the free music and the fact that each member of the family can create there own play list,amazon
1/28/2016,My kind of music anytime I want to listen. Love it,amazon
8/11/2016,Love my Amazon Muzak,amazon
11/18/2016,Love it cause it free,amazon
12/15/2016,Love that there are no ads and commercials.,amazon
9/9/2016,Love this app. I listen at work all day.,amazon
9/22/2016,Lots of buffering. Not sure if it's the app or my service. I don't usually have that problem with Pandora. Otherwise I love the music!,amazon
7/21/2015,Love Amazon Music! What a great perk to get with my Prime Membership!,amazon
5/12/2016,I LOVE Amazon music. I am always listening. If only I could figure out how to get it in my car...,amazon
1/11/2016,Love that you can thumb down as many songs as you want to! Great so far!,amazon
5/3/2016,I love love love ~~~~FREE songs galore!!!!!,amazon
9/7/2016,I love the stuff I can find,amazon
8/9/2015,Love amazon prime music. Can get almost every album available with no cost to add the my library. It's easy to use,amazon
10/22/2015,I love the free music. I love having access to play the music in the cloud without using up my storage space on my various devices. It is great.,amazon
6/1/2015,I absolutely love it. I mean I pay a reasonable price for the entire package. Music even comes with prime!,amazon
11/30/2015,Love prime music playing beautiful sound's easy to use and safe application you can appreciate. Ty amazon music with prime music!!!!***** <3:),amazon
5/26/2015,Compliments Apple music perfectly! Love the playlists. Keep them coming.,amazon
4/30/2016,I love it...wish I had started using it sooner. It's music the whole family can enjoy!!,amazon
2/16/2016,Love it...options!,amazon
12/31/2016,"Love it, great selection of songs.",amazon
10/10/2016,Love it. Better than Pandora,amazon
7/31/2015,"Love it ! Library and playlist features keep me in tunes, commercial free all day long.",amazon
2/16/2016,Love the instant downloads,amazon
8/6/2015,Still pretty new to it but love it so far,amazon
9/7/2016,Love the sound quality and the playlist! My toddler can't sleep without the instrumental playlist :),amazon
12/19/2015,I love this. I listen to music all day and this is a fun app to sing to. The best part is the lyrics option so I can pretend I know all the words.,amazon
5/22/2015,"Love the selection of albums, artists, genres.",amazon
5/23/2015,love the playlists. they have all the music i love to listen to,amazon
6/1/2016,I love it! No ads!,amazon
9/1/2015,Amazon Music is an awesome perk of being a Prime member. I love it. There is so much to choose from and the play lists are great! Thanks Amazon.,amazon
6/5/2015,I love all the different types of music that is on the amazon app. Great for long rides or runs!,amazon
1/4/2016,LOVE IT ANYTHING YOU FEEL LIKE LISTENING TO YOU CAN,amazon
7/23/2016,Large song selection though would love to see some more latest songs,amazon
5/7/2016,Love the stations!,amazon
12/12/2016,I love Amazon music.,amazon
12/3/2016,Love the choices,amazon
1/1/2017,"You can easily search for music genre,tracks,artists.If there's a tracking you love simply type in the author's name and presto! All the tracks available for the artist are displayed.",amazon
11/11/2014,Love...love love,amazon
12/18/2016,I love the music that they give me and great verity of music,amazon
5/31/2016,"I love Amazon Music w/Prime Music. The stations are great, and I love that you don't have ads. Best Music APP, and I use it everyday now.",amazon
6/25/2015,Love the no adds and being able to listen to new music,amazon
7/3/2016,Love it and making play lists are easy.,amazon
9/7/2016,Wish I would have started using this when I started Prime. Love it!,amazon
5/7/2016,love Amazon music always have anything I'm lookaying for as far as gospel music,amazon
5/29/2015,I love amazon prime music. It's a good way to get introduced to new songs. I just love it .,amazon
1/18/2016,"GREAT selection of artists, songs and albums!!! My husband and I share an account and we both love using the app. Easiest way to access our song library across several devices",amazon
12/4/2014,I haven't been using it long but so far I love it,amazon
