Positive,"Amazing variety of free music and for a small monthly fee no ADs. I listen everything from Three Tenors, Bob Marley, CCR, Africa Jazz, Blues, Classical music, B.B King, Eric Clapton, Adel, Lord, Lena Horne to Dancehall Soca. They even have comedy stations. Works wonderfully on cellphones, kindles, tablets, and computers.",pandora
Positive,I like this cause it plays based on taste and helps with channels for styles of music and variety of the time as you can select channels listen or not pending your mood to listen to what. Christmas jazz or rock and roll current. Oldies. I have it all and listen to what I like. Only down side is I cannot get it when I visit Canada.,pandora
Positive,Great music station without to many commercials. It works with bluetooth to stream music to a speaker which you can use anywhere.,pandora
Positive,dad likes it,pandora
Positive,Long time Pandora user and happy to have this app available for my new Microsoft Lumia 950! I have experienced no issues with this app and look forward to continued Pandora enjoyment.,pandora
Positive,Gotta love pandora. Like a dream come true right? Create your own stations based on your own favorite songs. Skip a song if you don't like it or not in the mood? Does it get any better? How did I live without it? Besides what a way to get in the zone when working?,pandora
Positive,"Pandora is a lot of fun. I love the fact that you can personalize the music you listen to by adding in an artist of your choice. However, I do have one complaint. The only thing I don't like is that sometimes you get music that shouldn't even be categorized next to a genre. If I type in ""Disturbed,"" I don't want ""Britney Spears."" Period.",pandora
Positive,"Pandora is wonderful, you have to train your stations just a little at first, but once you do it's fabulous. Much better than Spotify's radio function which offers little variety. It's obvious how much time and care they put into the music genome project.",pandora
Positive,Every good,pandora
Positive,Just love this service.,pandora
Positive,Wonderful! So much music and so many memories brought back by great music. So easy to use.,pandora
Positive,"I love Pandora. Don't mind the Ads, either. All works for me. I play on my tablet or laptop.",pandora
Positive,I like it it is really Good and you need to add more stations please I love Pandora so much.,pandora
Positive,Listen to it every day.,pandora
Positive,I absolutely love it.??,pandora
Positive,All was well,pandora
Positive,love it.....,pandora
Positive,I am happy to hear some of my favorite tunes! Not so much for the commercials,pandora
Positive,I absolutely love this app. After getting your favorite groups and songs into and as playlists start telling it which songs you like and don't. As the Alger rhythm goes along the playlists start to become just about right on target for what you want. Only throwing in the odd song that makes no sense. Most definitely worth it.,pandora
Positive,"I love this app,I can listen to music that I like",pandora
Positive,love it..,pandora
Positive,wonderful way to add music to my day.,pandora
Positive,I love this app. I listen to music like all the time. I purchased the app for my Kindle Fire and it works great. Now I can have just the music I want anywhere in my house.,pandora
Positive,"I love Pandora, great variety and super easy to set up stations. You can have multiple based on different types of music or mix all kinds of music together into one station. It is easy to change around stations as well just by adding new artists to the starting list for that station. Great to have on as background for work.",pandora
Positive,Excellent! Love it.,pandora
Positive,I love Pandora,pandora
Positive,Great music,pandora
Positive,"OMG I LOVE PANDORA N JANGO ,THEY ARE BOTH GREAT, I LOVE MUSIC N THESE 2 STATIONS RATES A 5 CK THEM OUT.",pandora
Positive,I've enjoyed Pandora for a long time!,pandora
Positive,"Works like the Pandora on my phone! I downloaded it, fired up my smoker, and listened to Blues music while smoking dinner and drinking Tennessee Whiskey.",pandora
Positive,Works as it should :),pandora
Positive,"Works great, exposure to new music with similar aspects of what you like. It's a great feature to expand your groove.",pandora
Positive,I love Pandora radio.,pandora
Positive,excelent,pandora
Positive,I love having music and a variety of it. I don't buy cds or anything anymore and the regular radio plays too much of the same things or have too many commercials/talk shows. I may have the free version but the commercials really are not intrusive and I can easily look over it. I like to be surprised with songs that I love but may not have heard in awhile or didn't know who did them.,pandora
Positive,Super. I love all the songs in my chosen category. Hope you have one in the philippines!!!,pandora
Positive,I enjoyed the music very much and would recommend Pandora for all music lovers. It is great.,pandora
Positive,Love the ability to create channels,pandora
Positive,Good mix of music and very limited commercials.,pandora
Positive,Love it,pandora
Positive,We love having the choice to continuously play the stations we love without interruption.,pandora
Positive,"Pandora is my first app on my new kindle fire HD and i absloutely love it! Awesome music, awesome choices!!",pandora
Positive,awesome,pandora
Positive,I love hearing my favorite tunes.,pandora
Positive,"Panadora is one of my favorite FREE apps. I use this app all the time when working out, and I love the variety of music they have for free on here! I just downloaded this to my Kindle as my son loves music and now he can listen to it on the kindle as well! Other than the ""Pop and Hip Hop Power workout"" station playin OLDIES (not sure why this is) I have no issues and love Pandora!",pandora
Positive,"This is really great sound. What a concept! Just start a station off and it keeps adding same genre songs. Tired of that genre, start another station off and it keeps building, too. Tomorrow want some of the same, then maybe something different, start another station, or start an old one. Thumbs down those songs you don't want and they are gone. Thumbs up those to tweak the selections of the future songs. Great deal, and no advertisements. I definitely recommend!",pandora
Positive,Just love it,pandora
Positive,Very good,pandora
Positive,"Every song I choose or radio artist..Is awesome..Its great to hear songs you remember as a Rockin young person,and is just as fun now to listen!",pandora
Positive,I have Pandora on my iphone and my laptop. I love listening to what I want while I'm cooking dinner. It's a great app.,pandora
Positive,"at first it didnt work right, cork left in bottle, however now it works perfectly. love it.",pandora
Positive,"I have been using Pandora Radio for years, I love the stations I have created and I'm always surprised at the song choices they suggest, hidden treasures or forgotten favorites!",pandora
Positive,I enjoy the selection of music gendra. I turn on Pandora and listen all day to the music,pandora
Positive,I use the app all the time. Works great on my phone and Tablet. Can't live without it! Easy to install and free!,pandora
Positive,"Pandora app is the best! If you love music and you simply want some relaxation music or want to get up and dance, Pandora has it all. The sound on the Kindle Fire HD is simply a knock out. Cannot believe that sound comes out of that thin piece of amazement!!!! Truly, I recommend getting the full version of this app. It is not much and is totally worth it.  Thanks to Pandora and amazon.com.",pandora
Positive,"I have the free version. Every now and then it asks if you are still listening and/or you hear a few ads, but I don't find it annoying enough to upgrade and pay monthly for it. The genre picked does tend to play the same songs over and over, but there are many options to choose from and change the genre playing to change up the songs whenever you want. Can't beat it for free!!??",pandora
Positive,Good App,pandora
Positive,Works as expected,pandora
Positive,I absolutely love Pandora! We are constantly playing it in my home when it is time to do some housework...and I play it at work some too.,pandora
Positive,I have been listening to Pandora fr years now and the mix is great. I have approximately 20 channels defined.,pandora
Positive,I love that I get to listen to whatever I want whenever I want. The music quality is as good as I want to make it. PANDORA is EXCELLENT!,pandora
Positive,"well you cant go wrong with Pandora in the first place. Awesome music, the lyrics to sing by and easy to use",pandora
Positive,"I Love It !!! Listen all day at work, makes the day a whole lot easier !!",pandora
Positive,Awesome app,pandora
Positive,This is A-W-E-S-O-M-E. You can make your own music stations and they are unlimited. And you can Like and unlike. And you don't have to get more and more updates.,pandora
Positive,"I Love that I can listen to whatever genera I want ,when ever I want. Very convenient and enjoyable. Pandora rocks",pandora
Positive,I love the Motown sound and songs from the 50's & 60's and this app has it all. Love it!,pandora
Positive,"I love Pandora music - the lullabye station is a must with a baby. Beautiful, relaxing music that is perfect for rocking baby to sleep.",pandora
Positive,"I have used Pandora on my phone and I love it. The talk shows are awesome. Yes, definitely recommend this to everyone of any age.",pandora
Positive,Love the set up and directions,pandora
Positive,I love it,pandora
Positive,I absolutely love this!!!! Customized music to what you like. Better than any radio. Just wished it would work away from the internet.,pandora
Positive,Love the format and station options. Enjoy the wide variety and the option to create your own stations. Highly recommended.,pandora
Positive,It works for me. I love it. I live in an apartment building and my neighbors say they hear Pandora coming from my apt. and love the music. Some also use it. I'm 66 years old and find it difficult to listen to my car radio. There is less music on the car radio then ever before. I like having choices and with Pandora you do.,pandora
Positive,"I like that I can select the songs and artists that I like to listen to, and I can give songs it ads that are similar a thumbs up or down. Also I can listen to Pandora while I play games on my Kindle fire. Thanks to my grandson for telling me about Pandora as he also uses it, and he showed me how to use it. Love it.",pandora
Positive,Love this app. I know its been around for years now but I just decided to check it out. Love customizing my own stations.,pandora
Positive,"love it so far, still trying to learn what it can do and understand how to do things",pandora
Positive,I Downloaded Pandora on my Kindle and instantly fell In love. I work on the beach and this is my go to app for music from every genre. I love how it let's you create your own station. At anytime you can pick up my Kindle and Pandora will be on.,pandora
Positive,"It is everything it is advertised to be, free listening pleasure, with ads popping up fairly continuously before and after tracks. I love it and will probably switch to 'ad free' some day. For now it serves its purpose, great workout music and the best music the genre has to offer is offered on Pandora.",pandora
Positive,"I love this app! I have all my different stations set up, and use Pandora on my computer, cell phone and Kindle! I do subscribe to it, so don't worry about ads and stopping my programs. Well worth the price, which is minimal. Who needs radio when you can have Pandora?!!",pandora
Positive,"I love Pandora because of the ease of use and because I can quickly create and customize my radio stations.  I did not rate Pandora a five simply because one must suscribe to the paid service for unlimited listening. That said, I will probably upgrade to the paid service anyway, because it is really a nominal cost for such a great service.",pandora
Positive,The music never stops!Love that I can pick my favourite song and they play songs in the same genre! Awesome!,pandora
Positive,I love hearing only the songs I really love,pandora
Positive,love being able to have music on the go. I only wish they did not up the cost to have the add free version but I still love the app and being able to choose my stations.,pandora
Positive,Pandora is amazing. You just choose what you're interested in and boom. Channel. I found like 30 new songs that I love in just like 3 days. I also like it because you can open up another app while playing music.,pandora
Positive,I LOVE Pandora!,pandora
Positive,"I have loved Pandora for years, and I was so excited that I could have it on my tablet. All my account presets were there and it's nice to take my music with me without constantly having to change out my iPod playlists when I change my mind. I think I'd forgotten how good it was to just listen to a radio station..",pandora
Positive,"I love the music choices on this app, and you can create whatever station of music you want to hear. I love it!!!",pandora
Positive,"Love having access to my music were ever I am or go on all my devices without having to sit for an hour uploading and then downloading to which ever devices that I'm using at the time. Big red truck dump truck, if you don't have Pandora know that I do and I'm not with out my sound. Here's your sign and join the membership.",pandora
Positive,I love this app!! You can't beat free music anywhere!!! I love how you can play music while playing any other app!! You can have any station and the update is so much better!!! I totally recommend it... GET IT!! 100% AWESOME!! I am 11 years old and love it!!! :),pandora
Positive,I listen to all types of music and Pandora allows me to explore each avenue of my various favorites on any occasion. Gotta love Pandora!,pandora
Positive,I love Pandora it is AWESOME!!! I love it because you can say if you like it or not and then it doesn't play that song agian if you don't like it!!! I got this app because my friend told me it was great for when your doing chores or whatever! But on my kindle it sometimes takes a LITTLE bit to load!!!! =) <3,pandora
Positive,I uploaded Pandora on my kindle because my power went out and I hate a quiet house. I love Pandora because I get to listen to only the music I like to hear. I enjoy music all day as I work and would encourage anyone who loves to listen to the music they like and not a lot of songs they don't to get Pandora.,pandora
Positive,I have been a member of Pandora since they started. many years ago.Easy to set-up and use. I love that it chooses songs based on my taste in music.,pandora
Positive,I absolutely love Pandora! I can't wait till I can pick just the artist n not the groups. I want to be able to pick songs one day!,pandora
Positive,I love being able to pick the types of music ?? I love ?? by the artist I like,pandora
Positive,"I resisted paying for Pandora One for several years. I enjoyed the service, but I couldn't bring myself to pay the price. Once I did, I kicked myself for waiting so long. It is so nice to just have wall to wall music. I love it. On my phone, tablet, TV, home unit. all for one price. It is great.",pandora
Positive,Love Pandora - has all my favorite music.,pandora
Positive,If you love classic rock like I do then you need to download Pandora.,pandora
Positive,I enjoy many different styles and genres of music and Pandora will play songs from all of them and mix it up any way I want them to. I love the control and also the 'suggested' artists that fit into my chosen artist genres. I only wish I could have Pandora on my car radio as well!,pandora
Positive,I love Pandora. Not only do I get to choose music/artists I like but Pandora suggests others that expand my horizons.,pandora
Positive,Love Pandora! Love how it basically mskes a radio station around your likes and dislikes of music.,pandora
Positive,This is the best thing we ever found. My mom loves music and at ninety years old I am always trying to find something for her. This hit the nail on the head and when I can get it away from her I get to listen.,pandora
Positive,I much prefer the advertisements to the limited listening times that Pandora used to have. I LOVE the shuffle feature allowing multiple stations to be mixed. Only feature missing is the ability to merge similar stations.,pandora
Positive,"I love being able to create my own station so I always have ""my"" music available.",pandora
Positive,I have always love Pandora,pandora
Positive,If you love music like me. You are going to LOVE this app all the music you can think of you don't even have to pay I introduced this app to about 80 people they love it to I put on a classical station and put my head phones in and I fall asleep I recommend you get this app if you are like me,pandora
Positive,"Pandora is incredible! The Kindle App is easy to use. In all honesty, I cannot believe how easy it is to listen to the music I love ALL the time, from big band to the Rat Pack to classic Rock. I use a nice bluetooth speaker and it sounds like I've got the actual bands/singers in my condo!",pandora
Positive,"Love the app, mine stopped working after a recent update. I deleted the old app reinstalled and now it is stable and working great",pandora
Positive,Great music app! :) lots of choices of different genres. You can choose what stations you like. They have very great song choices. Love love this app! :),pandora
Positive,"My granddaughter asked if I listened to Pandora. I told her ""no"" as I didn't really know how to download it on my Kindle. She offered to teach me how to download my favorite artists and the rest was so easy. I am now enjoying all the ""Golden Oldies"" I missed so much. Now I can whistle while I work or sing along with Bing. I just love it!",pandora
Positive,"Pandora allows me to choose music I love, enjoy, and fits my needs.",pandora
Positive,"Don't know how anyone could not love Pandora The variety of music is almost hard to fathom. One of my very favorite apps. The little bit advertising is not intrusive and a real bargain for this wonderful app. Thank everyone involved with this app",pandora
Positive,"I've had Pandora for a long time but didn't know how to work it. My girl friends daughter helped me and now I have lots and lots of good music. Boy, was I missing out. Thanks Pandora, I love it.",pandora
Positive,LOVE this app!!! Listen to your kind of music anytime you want for free. You make your own stations and Pandora selects songs from artists who are similar to what you have selected. You can 'like' or 'unlike' each song to build your library or just listen to what Pandora chooses for you. I don't listen to anything but Pandora anymore!,pandora
Positive,I love the app for pandora. Anywhere you go you can jam out to your favorite tunes! Requires 3g or 4g or internet to play but still it wotks great. Its just like the web based version but portable. I wish they didnt have commercials but you gotta pay for that . Other than that its angreat app.and i recommend it to anyone and everyone.,pandora
Positive,Great app. Have not had any problems with it. Very clear sound from my kindle fire HDX. I love the landscape and portrait feature.,pandora
Positive,It's has all kind of music. I love it.,pandora
Positive,Love the custom stations,pandora
Positive,I. Love. This. So. Much,pandora
Positive,Love love love Pandora. Great stations tons to chose from can't go wrong with this app.,pandora
Positive,Love my new Kindle Fire 8 and love listening to Pandora radio through it. I now have a small portable stereo that I take everywhere with me.,pandora
Positive,I love Pandora! especially the newer features of it being an alarm and sleep timer as well!,pandora
Positive,I love Pandora and the variety of music they play for me. I get to learn about musicians that I have never heard of before but end up loving.,pandora
Positive,I love Pandora. It thumbnails songs and picks out good song choices. Variety of stations is very good.,pandora
Positive,"I love Pandora??, it is the best, you can find a variety of music",pandora
Positive,I got a new Kindle and quickly started downloading a bunch of apps and books. I downloaded this app and use it daily to see what’s going on in the world. I love this app. It works!,pandora
Positive,I love the music I can select WHEN IT WORKS!!!! All too often it starts and after a song or two it quits!,pandora
Positive,I have used pandora for a long time and absolutely LOVE IT! I can put in a band name and Pandora will pick the same Genre to play. I find a lot of new music that I love while listening to Pandora that I normally wouldn't hear on the radio station I listen to. It also lets me read a bands biography while listening to them play so that I know more about the people in the group.,pandora
Positive,Love Pandora. The ads are getting longer and longer. Seems like they're increasingly trying to force you to purchase the upgrade.,pandora
Positive,I love this because it plays music non-stop even if you turn it off and it plays all of these different stations. I would recommend this to people how like music. (But everyone knows of Pandora so pandora is on a role.)by everyone I mean friend z and family. So that is what I think about Pandora.,pandora
Positive,music for any mood or occasion. And you get to mix it up if you want too. I totally love Pandora.,pandora
Positive,I listen too the station allthe time sndi love it.,pandora
Positive,I love the easy access to the site and the clear speaker quality,pandora
Positive,"Love the flexibility of this music app, if it was 100% reliable it would have gotten the fifth star!",pandora
Positive,"Love it,just wish I could chose a song that I wanna listen to at the moment.",pandora
Positive,"We live in a very remote area and have access to only a few radio stations. With Pandora, we can listen to any type of music we sign up and without interruptions from ads....We LOVE Pandora! IT is easy to navigate and typing in the type of artists we love to listen to is easy and convenient.",pandora
Positive,I love Pandora! Take it everywhere.,pandora
Positive,"I love Pandora. The only issue I have is that I downloaded this on my Kindle, and every time the screen goes dark (idles from not being used), the music stops and I have to open the screen again.",pandora
Positive,Love it. I've listened to it for years and plan to continue to.,pandora
Positive,"Love, love, love my Pandora.",pandora
Positive,"Bought for my 8 year old daughter. She's loves music, so I put it on her tablet and added kid friendly genres. She plays music nonstop now",pandora
Positive,"Love it! There are so many options of music genres available. There is definitely something for everyone. We like it much more than the music stations available on cable, and even using our own iPods.",pandora
Positive,I love this cause its got good music and fun to pick out what you more or less like to hear.,pandora
Positive,I love the stations you can set up. My toddler goes to bed listening to a baby station.,pandora
Positive,Love listening to just the type of music I like without having a lot of commercials.,pandora
Positive,"I love, love, love Pandora. It player my music I like,and you can invite your friends. I like to listen to it,when I'm cleaning,Re riding in a car. Great with ear buds if your waiting to get in for a appointment. High 5 this one!!!!",pandora
Positive,"I LOVE Pandora and all the variety of music I have access to. I upgraded to Pandora One because I didn't want the advertisements. For me, it's totally worth 4.99 a month for uninterrupted music.",pandora
Positive,"My kids, my husband, myself all use pandora for its variety. I love that they come out with stations that are for every occasion. We played the Christmas station for the month of December and I play classical at school for my students to listen to. Ads are not too bad for getting free version!",pandora
Positive,"I love the ""Pandora"" app. I love the the ability to use my Pandora account from my KINDLE . I haven't had any problems with the application . It works smoothly with no lags or glitches. I wish the exit option was a little more easier to access but,other than that, The Pandora App is a wonderful thing to have on your KINDLE Fire...",pandora
Positive,I love pandora media. One of the best in music.,pandora
Positive,We listen to this all the time since I downloaded. My oldest daughter usually snatches my phone up as soon as we get in the car and plays her favorite stations. Yep. It's a huge hit!!!! LOVE IT!!!,pandora
Positive,"Love Pandora and to create stations by artist! Great music!!! Guaranteed best music by similar artist continuously! Discover new artists, too!",pandora
Positive,I love Pandora. I was using serious radio at work and my radio broke. I had a kindle that I never used in my closet. My son told me I could download Pandora and use it at work. Everyone loves it at work. We are all happy again. I love the variety of music. Thank you from my crew at Smoker Friendly!,pandora
Positive,Long time user of Pandora. I love it. Highly recommended it.,pandora
Positive,I love Pandora Radio. I have been listening to it for years.,pandora
Positive,I install Pandora wherever I can. I really enjoy choosing my categories and love the variety they provide within those categories.,pandora
Positive,Doesn't work well on my Kendall but I love to use it on my Ipod. Not a lot of radio stations where I live but with this I can listen to my favorite music and once I thumbs down a song I don't like it won't play anymore.,pandora
Positive,"Pandora is the best thing since sliced bread! Make me a better person when I hear a song and can read/sing the words without looking all dumb and confused! Love how it gives me all the 411 needed, to purchase song/album! I have found a bunch of new favorite artists/songs, I didn't even know I had! =) 100% the best!!",pandora
Positive,I love being able to listen to music I like whenever I want,pandora
Positive,Don't know why I waited so long. I love it. Easy to use. Had it for couple days now and have several stations I created to suit my moods and pleasure. Purchased a bluetooth speaker to free me from the ear buds. As long as I have my Kindle Fire or my Smart phone I can have my favorite music any time I want.,pandora
Positive,Love listening to the music I selected. Based on your selections this program will play similar songs and artists.,pandora
Positive,"Great music. I don't have search for music, I just choose a song and all the music I love just come rolling in. Easy to use!",pandora
Positive,I love Pandora I use it quite a bit on my phone and computer so I thought why not my kindle fire as well.,pandora
Positive,Love how the station customizes to my preferences and the ease in which it's done on my part.,pandora
Positive,"I like Pandora because it saves me a lot of time and the effort it takes to download music. I don't have to clutter up the drive on my device by saving a lot of music. Once Pandora gets to know you and your tastes, it's great. I love all types of music, so it works out great for me.",pandora
Positive,"My husband uses this more than me....and He loves it.  Thanks, Dierdre Aguilar",pandora
Positive,"If you love music, Pandora is the app for you. Search for your favourite artist, genre, decade or take jaunt on a random channel. Easy to use. Free with occasional commercials or pay a small fee to be free of commercials. Either way you will find this is a great app!",pandora
Positive,"Downloaded on my BlackBerry Passport, works perfect on my BB10 OS! Hope you have the same experience as I have! Just love it!",pandora
Positive,Love Pandora. The music choice are endless.,pandora
Positive,I love Pandora!!!! I recommend that you get this app??????,pandora
Positive,I am really enjoying my Pandora App on my Kindle. I love being able to choose the music I want to listen to and to have such a huge variety of artists and songs available to me! Anyone that enjoys music and in all setting would enjoy the Pandora App. I found Pandora very easy to navigate and make my choices.,pandora
Positive,"I love Pandora for my personal use. It also offers great kids clean versions of songs, must be supervised by an adult of course as they can see what's in their parents favorite stations as well. The only improvement I would like to see is being able to have a kids only version so if I'm not looking they can't accidentally select something inappropriate.",pandora
Positive,"Since I started using Pandora on my phone 3mo ago, I haven't had the need to download any new songs. I feel like I have a Genius playlist that's great at mixing it up. I love also how I can customize my stations. The ads really don't bother me either so I wouldn't bother wasting my money for an ad-free experience for 3.99/mo or whatever it is.",pandora
Positive,"I love this app. it has every kind of music you can imagine so no one will be unhappy. The quality of music is great. It works very well on my kindle and my android phone. The only draw back are the commercials and when it asks me if I'm still listening, which I understand why it does that. But with it being free I can't really complain.",pandora
Positive,I totes love Pandora! I love listening to all of my favorite music! Love love love love love love it it love it love it love jcfhbtgbhrdcvjrv,pandora
Positive,I love Pandora than any other music app. I have Pandora on my Tv and phone and I never have a problem with uploading to hear my favorite station. There are quite a few advertisements that pop in between the radio station that doesn't bother me at all.,pandora
Positive,"My music, my way - all the time! I upgraded to the ad-free version. Love it!",pandora
Positive,Pandora has all the free music in the world I really love this app you can listen to music on any device from your phone to your computer I love all the free music,pandora
Positive,"Pandora is the best thing ever, I love it I give it a 10",pandora
Positive,Love it. My boss blocked the Pandora web site but I can still listen to the app. Great tunes. I can't believe this is free.,pandora
Positive,Use it everyday. and love it..I also love how you can customize your own music selection :),pandora
Positive,"Love that I can pick the type of music that I love. I was disappointed though because when I put in my favorite Ricky Nelson in, it really just gave me that kind of music, but not necessarily Ricky Nelson. I would have loved a bunch of his music. Otherwise, I really like Pandora.",pandora
Positive,I love pandora radio. first I love that its easy to use. Second the music is great you can put a artist or genre & it plays the songs .. what I also love is that you can search music from a certain time for example the 70's and it plays music exactly from that time only. I have found so many songs I have been looking for using pandora! Love it!,pandora
Positive,"I found Pandora in 2008, and loved the idea so much I signed up for Pandora|ONE as soon as it was released. We rarely, if ever, listen to broadcast radio anymore and use Pandora almost exclusively. The app is great, does what it's supposed to do - nothing more, nothing less, and it works.",pandora
Positive,Love the music and customizing my stations to what I enjoy.,pandora
Positive,I love this station. Love gospel music and only place I can find old fashioned gospel music. Thanks,pandora
Positive,Love the music and the ease,pandora
Positive,"I love listening what I get to choose., thanks pandora",pandora
Positive,I love Pandora but not on the this tablet. It drains the battery too quickly!,pandora
Positive,"If you love music and have love many different types of music...this is your kinda app. You can create your own stations...bypass songs that have no interest...and tweek it so it's all your favorites in one. This is a must have on your phone, laptop or kindle. Rock on!",pandora
Positive,LOVE Pandora! It makes available all the music I love. So glad I found this app.,pandora
Positive,Love this app,pandora
Positive,Love music and Pandora is a simple way to stream music. You can choose what you want to listen to and you can customize it to your taste. Great app. Easy to install and use.,pandora
Positive,"Love Pandora. Play it at home and on the boat. Now that I have a Bose speaker, even better.",pandora
Positive,I love Pandora. The app works great and there is so much music. It comes in clearly on my phone and my car!,pandora
Positive,Love pandora. Great music!,pandora
Positive,"love Pandora for being on the move. user friendly",pandora
Positive,I love the free station! I can select the types of music I like and it'll just play continuously. I don't mind the advertisements either... it's a FREE station. I love the classical music selections!,pandora
Positive,"The app's function is fine. I've always loved Pandora, but it seems like over the last year or so,there are more commercials than music. Also, be careful of what songs you like, the programs will start to meld together, regardless what channel or artist station you're on.",pandora
Positive,"Love Pandora, have been listening for last three years",pandora
Positive,"I love Pandora. This app is great for listening to your favorite kind of music all on one station. I use it to work out when I'm at the gym, and on my commute.  Pro:  -You can ""like"" the song to make sure you get to hear it again, and give the song a thumbs down to ensure the station doesn't play it again.  -Limited commercial interruptions  -Free!  Cons:  -Can only skip a limited number of songs  -When I'm in the car it has to run on 3G which uses a lot of data",pandora
Positive,I listen almost every night for about 30 minutes. I enjoy almost every type of music but love hearing the 50-60s music the most.,pandora
Positive,"I can't even begin to tell you how much I love this app. Free music. What could go wrong. I use this app at least once a day, sometimes more. It's so easy to navigate and even thought there is ads, it won't bother you because it's just so awesome",pandora
Positive,I think this is a fabulous way to listen to music. Love the radio station choices geared to one;s personal preferences as well as the cross references that lead from one liked singer or group to a similar one. The only criticism I have is that the search mechanism does not include song titles. It is necessary to know who recorded the song to find it.,pandora
Positive,I love this App. I just don't like the constant reminder that I am not logged in to iTunes.,pandora
Positive,I have a kindle fire hd and I love listening to music. This app worked great I didn't have a problem with it at all . It's like a radio only you can skip the song if you don't like it but you can only skip so many times. So I suggest that you pick a station that you like. It's like Pandora on a regular computer only it's portable. Again love this app .,pandora
Positive,I really love this app it very awesome but I gave it 4 stars because you get lots of adds and only get like 15 skip the song things in a day otherwise it is the best music app,pandora
Positive,Love Pandora. Great music,pandora
Positive,Love it. Use it every day,pandora
Positive,I love Pandora. I can choose the kind of music I want to listen to instead of the mix you find on the radio.,pandora
Positive,"Love Pandora, I dont mind the adds.... i guess i will have to get use to them if i want free awesome music!!!",pandora
Positive,I just love Pandora. You can set up your own station or select a station for the type of music you desire to listen to. You can use the free version or pay a small amount to avoid advertisement. Pandora works great on my Kindle and Android phone.,pandora
Positive,Great source of music customized just for me. Love it!,pandora
Positive,Love music at home and in the car and.... everywhere,pandora
Positive,Love Pandora- the music selections are always great!,pandora
Positive,"Pandora is so convenient. I can't wait to hear what song is coming up next. I have the choice of thumbs up or down which I love. And it's free. Jan",pandora
Positive,Simple cannot live without it!!! Always finding new music....love the Genome Project!!!,pandora
Positive,Love Music,pandora
Positive,"It's the best music station. I just love, love, love all of their music choices.",pandora
Positive,"Love being able to pinpoint the kind of music I want to listen to. Love being able to vote down music that I don't like and thumbs up to music I especially enjoy so the station will seek more of the same.  Like being able to choose different venues to suit my mood.  one of my most favorite and freqently used ap on my Kindle Fire",pandora
Positive,Love the free streaming and the commercials don't last too painfully long!,pandora
Positive,"I love Pandora. I had it on my computer for years and have lots of good stations. Just put it on my Kindle so I could take it with me.  I like the old Jimmy Rogers songs and Roy Bookbinder,you can't hear them just any place.",pandora
Positive,Love being able to just listen to the music I like.,pandora
Positive,Love the many choicest I have to all types of music,pandora
Positive,Love Pandora!,pandora
Positive,I absolutely love having all the different artists available to me at once.,pandora
