"Date","Review"
"July 20, 2014","It would be an awesome app if 1) it had just normal play which is only included in the paid version. 2) starts off with a free 7 day trial for the premium version then the 30 day free day trial with an attached credit card. Id recommend other music apps before this one."
"October 19, 2017","Great app for music all your favorite songs right in a search bar and you don't have a limit listen to all your favorite songs get it"
"September 22, 2016","i love this app. i can listen to whatever i want!"
"June 3, 2017","As of June 3, 2017 Won't let me log in. Tried reinstalling and it still won't let me in."
"June 25, 2014","Sorry cannot comment on this app as it will not let me register, I presume it is because I live in Spain but have a UK email address and it doesn't seem to like this."
"June 28, 2017","It works fine on my ps4 but on my kindle I can't even sign up."
"April 1, 2017","Worst app ever"
"June 3, 2016","Huge variety of music and pre-made / random playlist. Great browsing and easy to use. Love how it sync's up to almost all of my devices. Use it daily whether I'm listening to it on my Fire Tablet while reading, going jogging in the morning using it on my phone. Or even playing it on my ps4 through my T.V. while playing a game or just listening to it in the background. Offline playlist are nice for not eating up data with no wifi. Great Music App, its worth full membership for anyone who listens to music all the time in my opinion."
"October 26, 2016","This app is great, there are a few songs I couldn't find but overall its great. The commercials aren't all that bad. They rarely ever bother me"
"March 9, 2017","Great selection, love classical music. Lots of choices. And it is free. That is great."
"September 12, 2015","I really love this app. No doubt about it. The thing is, though, they now have limited the features for non premium members. For example, you can't pick the song!!!! I find this super dumb, honestly. Also, you can't take ot off shuffle now. Its sorta dumb."
"January 29, 2017","This is the best app I could ever have on my kindle. I hope everyone will like it as much as I do. You can listen to any song you ever imagined."
"April 7, 2016","Outstanding!"
"June 18, 2014","Not much to say- it's stable, it's an awesome service, and I can play everything through the Bluetooth speaker in my kitchen with minimal hassle."
"August 20, 2016","Better than pandora #Jesus 💜 u"
"April 25, 2017","Gonna sell my kiindle"
"December 9, 2016","App quality is not great. App becomes unresponsive after Minutes of playing. Can't even force close it."
"March 17, 2017","This is by far the best app for listening to music. You can listen to anybody, anywhere, any time. It's incredible. One problem I have with the most recent update, however, is that I can't seem to be able to add anything to any of my playlists. I tap the ""add to playlist"" button and nothing happens. Please fix this as soon as possible."
"April 23, 2017","Idk I only like Spotify because of how much music they have, that's an ok amount.. There's way to many ads and they're too long, this isn't TV, these aren't commercial break.. these ads don't need to be 4 mins long.. For a few 3 minute songs.. That's horrible, Spotify makes me wanna Kermit 🐸"
"April 5, 2016","This music app is probably the best music app out there I lidsten to music 24/7 and this one actually stays on the person, band, or whatever instead of going to other things lile Pandora does"
"April 19, 2016","Stops playing and won't restart without turning off and usually have to wait several minutes before it will start again. Also won't play entire playlist - stops after each album and can't get it to continue same playlist. I always have to go to another playlist. I am very disappointed in Spotify after reading the good reviews on the app. When I went to the help.section , I saw many others who were having the same problems I have with the player stopping so often and the responses from the help center indicate they have no idea what the problem is or how to fix it. If the problem is not corrected soon I will look for another music, etc app. VERY DISAPPOINTED!"
"April 2, 2017","I love Spotify! I can listen to any song I want! I can listen to just one band without other bands playing with it! Spotify is the best!"
"July 22, 2014","Too many adds and does nothing better than others out there like Pandora and Amazon Prime Music!"
"April 8, 2016","Great to take music on the road with you when your radio won't pick up local stations"
"April 22, 2017","Love it I got premium and it really works :)"
"August 17, 2014","Useless. Refused to open. Locked up my Kindle fire.  Just a practice in app removal."
"June 4, 2017","Hello my name is eBay clay if this gets 100 likes I will quit drugs"
"February 27, 2017","I have tried a lot of music apps and a I could get were a few of my favorite songs but with spotify i have 90 percent of my favorite songs and that is incredible to me it's not easy finding meatloafs bat out of on hell 1 and 2 for me"
"September 3, 2017","I really love this app! It has all the songs and albums I was looking for, and it's very organized and super easy to use!!!😊"
"February 27, 2017","Good Music"
"February 20, 2017","Love the ability to use in conjunction with Shazam!"
"September 24, 2017","Love this app you can play every song but a few,and you can watch music videos,make podcasts and and have your own music for free"
"September 12, 2015","This new update sucks you have to pay to put ur songs off of shuffle which is stupid yiu didnt have to do that before but you do now. Spotify ruined there music for me im deleting this and I dont recommend wasting your money to to upgrade."
"January 25, 2017","when I press login it freezes"
"June 15, 2016","Omg!!! I love this app!!!! Definitely recommend getting it!"
"December 10, 2016","it's fast and easy, i love it !!"
"October 2, 2014","I've only been on Spotify for a week now, but I think this may replace Pandora as my favorite music app. Like Pandora, you create your own stations. However, you can pick only the songs you want to hear right from the beginning. It's not like you ""seed""the station with a song or artist, then watch it go into crazy directions. Yes, it only shows a certain amount of skips, but if you create your own playlist with the songs you want, then it really isn't a big deal. In addition, you do have to hear the occasional advertisement, but they are few and far between. The big difference to me is the cost of premium membership. I believe Pandora charges about $30/year, while Spotify is $10/month. That is a huge difference, however Spotify let's you not only listen without interruption, but you can skip to your heart's content, and listen to ALL your favorite songs. AWESOME! Despite the advantages, I think I'll stick to the free version. Just can't justify $120/year for music."
"November 24, 2015","I listen to A LOT of music and a lot of it is alt-country, folk, and Americana. Other than purely local bands (and even some of them are here), Spotity has even some of the most obscure music I love. It has way more than other subscription services I've tried. The quality is fantastic. The only thing I would change is to provide other ways to organize music. I also find frustrating that what I listen to on one device is not saved to another. I use a lot of devices - - two smartphones, a tablet,Chromebook, and two laptops. Unless I add what I'm listening to to a playlist, I won't find it on the next device I open. That device will have only the music I listened to on that device. I also miss liner notes  But these are small points to what is otherwise a fairly priced service, at least for someone like me who listens a lot. The free service is fine for casual listeners who don't mind commercials Hey, someone has to pay the bills.  Subscription services are the future of music. My own vast collection of music is almost irrelevant. I choose albums I already own from Spotify because it's just more convenient. I HOPE my favorite artists are adequately compensated when I listen to their music on Spotify. I just have no idea of the financials of this model. It certainly works for major commercial artists, but that's not my scene. Are my favorites getting decent micro payments or would I be more supportive if I bought their CDs? When I have bought CDs, I end up listening on Spotify. On the other hand, I still buy and listen to LPs and their is no digital substitute for them."
"December 8, 2016","Would give it 5 stars of you could turn on or off spirit connect as it causes my phone app to turn on spotify and use battery life"
"February 28, 2017","I absolutely love this app. I've tried many others and in my opinion, this is the best. The only problem iis that it takes up too much space in so little songs. If there is a way to fix that, I would love it. Thank you for an otherwise great app."
"June 15, 2016","I really really love this app better then Pandora or any other music app that I have tried"
"May 14, 2016","Sooooooooooo fun and awesome much better than I-tunes"
"January 1, 2015","It would not download on my Kindle - removed from device and tried reloading 3 or 4 times. Very disappointed!"
"June 24, 2014","Downloading to the Kindle Fire HD did not go well from the Spotify website. Several attempts were necessary, possibly due to the screen size and location of data entry fields. After installation I searched for and selected an album to listen to, but could not locate the play button; but a shuffle play button was available. This started music but switched to a genre' format not allowing the songs from my selected album to be heard in order. This may be fine at times for some users. Odd that I did not see this limitation when downloaded to my WINDOWS 7 PC. Like PANDORA, product adds will be heard after so many songs. I have not tried the premium version of Spotify for the KINDLE FIRE / ANDROID / TABLET. I may try downloading again to see if I missed something."
"April 29, 2016","Very good and perfect for music"
"November 16, 2014","Would not let me use it. They did not like my profile age. I guess I am to old."
"January 25, 2017","Love having my favorite songs nearby"
"November 14, 2016","Spotify is the best go-to music app available. I have had an account with Spotify for a few years now, and I have not been disappointed. I have discovered many great songs by artists that would never have radio play because stations play the top 20 nonstop. I have created so many playlists, and if you are a paid member you can have songs offline to listen when away from wifi and to not use data. There are also already user created playlists you can save or listen to, and I honestly use one with Native American drums to fall asleep every night! It has helped with insomnia! I also have added a family account so my kids can have their own playlists, which I can keep track of. At anytime I can add or remove songs from their lists as the primary account holder. It is a good way to give them some music freedom, without it being explicit songs I would never know about. The app itself can be used free, but with some limitations. Give the paid membership a try just once, and you'll understand. Love, love, love Spotify!"
"March 16, 2017","Its great how you can pick your favorites then play them and listen while using other apps!"
"December 11, 2016","Everything I look for is here."
"February 2, 2017","Awesome app for those who can't live without music!!"
"November 9, 2015","Originally I loved the app, I could look up songs and listen to them to make sure I found the right version I was looking for, now when I search a song I can't listen to it at all until I add it to my play list and then I have to wait since the app only allows songs to be played in shuffle mode. I liked it much better when I could listen to the songs when I wanted to. I understand with a free app I should expect ads, I don't have a problem with that, but this shuffle mode and not being able to hear a song sample makes this app terrible. I will be looking for a new way to listen to my favorite songs."
"February 3, 2017","This is a wonderful app You can pick any song you want you just type the songs name then it will show different artist who made a song with that title and I bet you 100 percent your song you want wiil pop up"
"December 3, 2016","THIS APP IS AN AWESOME APP.YOU CAN LISTEN TO MUSIC ANYTIME YOU WANT UNLESS YOU HAVE WIFI ,BUT IF YOU GET SPOTIFIY PREMIUM YOU CAN LISTEN TO ANY SONG ANYTIME.I WOULD RECOMMEND GETTING THIS APP OR YOU WILL RETREAT NOT GETTING IT."
"November 7, 2014","I LOVE spotify it works awesomely on My android and my computer but on my kindle I'm lucky to get it to play one song it freezes up somtimes or it will tell me that the song is unavailable or like right now it's telling me that the song is playing but it's not no sound is coming out I really wish it would work I listen to it all the time with my phone but on my kindle I have to listen to Pandora please fix it"
"March 7, 2017","This app is half good and half bad,the good part about it is,it's music and its free,but its also bad because it wants you to buy premium for $9.00 or more,which some people dont have (me)so if you have the money than good,you'll like the app,but if you don't have the money than,I don't recommend getting it"
"January 1, 2015","Deleted -- free to download and the it costs"
"November 2, 2015","So I've had spotify for a few months now and I've loved every bit of it. A few days ago though it locked my songs and wouldn't let me click on them, and I could only press shuffle and only skip a certain number of songs. NOT COOL SPOTIFY. If you want to keep your users and keep your ratings high, please go back to the older version, everybody likes that one better. I'm going to delete my profile on Spotify and find a better app. (Spotify is turning into Pandora)"
"June 23, 2017","Awesome appeared"
"June 5, 2017","I actually use spotify un my ps4 to hear music while gaming! This app is awesome because it also has playlists that have the música u da music u want so u dont have to change the music everytime! ITS AWESOME!!! 😎👍"
"June 26, 2014","Never ever get this spotify for kindle fire hd because it won't let you press the song you want to play. You have to always press shuffle play! If you want a good app to play music, I suggest Pandora. Don't get spotify!"
"July 10, 2016","I love spotify. It lets you enjoy music while doing other things and when you go on YouTube/internet or games it will automatically pause. You can pick your own songs by searching them and adding them to playlists and you can listen to other peoples playlists by looking them up. You should definitely check it out."
"June 28, 2017","I like it but it keeps putting on songs that aren't on my playlist"
"November 6, 2015","So this app used to be awesome, you could listen to whatever music you want, except there would be ads, which is fine because I didn't have premium. I still didn't want to get premium because I don't necessarily feel like paying 9 bucks a month just To listen to music. But recently they changed EVERYTHING!!! Now you can't listen to a freaking song without hitting &#34;shuffle play&#34; and after that it gives you other songs that you don't even like and it doesn't let you listen to your own songs. Now you can't skip either, and you can only listen to 1 freaking song on your playlist, then it starts playing the suggested songs which you can't skip. Seriously?! Now it'd just making it so you HAVE to upgrade! What's the freaking point anyway?! You can just use YouTube and make playlists. Don't get spotlight unless you get premium!"
"June 8, 2016","I just recently discovered this app. It is great! You can choose any genre that you feel like listening to. You can change your mind; you can go from a station to just one artists songs. There is nothing stopping you from changing your mind as often as you like. Perhaps you'll start out with Taylor Swift, then switch to Blake Shelton, or maybe you just want to listen to RIFF. You can switch back and forth at any time. There is every kind of music you can think of ."
"September 21, 2016","This app is awesome"
"July 28, 2014","If I could figure out how to get premium, I'd rate it 5 stars. Without premium, it's terrible. When you try to activate a premium feature, it just tells you that you can't activate it. It doesn't even tell you how to get premium, and I can't find the premium option anywhere. Unless you know how to get premium, do not get this app because it will be a waste of time."
"May 3, 2016","Enjoy Spotify and the variety of music."
"June 27, 2016","He seemed disappointed at first, only downloading the app on his cellular phone, but then I told him about how we only had one very worn record of the Ink Spots, and that changed his tune. More specifically he changed the tune to the Ink Spots, as I told him all about the times I heard these songs durring my youth."
"July 22, 2016","Love this for work"
"October 26, 2017","I love the selections and the ease of downloading. The FREE version meets my needs."
"November 3, 2016","Anybody who loves music has to have Spotify. This is an amazing app that just keeps getting better, well worth the price for the paid version, but there is still a free version as well, I believe. I can plug my phone into my stereo, then sit in some other room of the house and control what plays from my Kindle. A seemingly endless supply of music. I have fun trying to stump the system by asking for obscure artists, I usually am surprised that it finds what I am looking for. I'm not sure if there is a way to suggest additional artists or albums, but that would be a nice addition if there isn't."
"April 4, 2016","I am so in love with Spotify! I can find anything I am in the mood for! Fantaso!!"
"June 3, 2017","Had the app on my phone, wouldn't let me play my playlists at all, only on shuffle play. Like it better on Kindle and on a laptop, no problems there."
"October 29, 2015","I used to use spotify all the time. Now since the new update came out I can only listen to music on shuffle. NOT only that but I created an account because it gave you an unlimited amount of skips, and you could choose the song you wanted. Now they are just like Pandora. Unless you pay of course. Seriously disappointed, I thought this music app would be different. I guess not."
"October 12, 2016","Don't tell spotify but this app works just like the desktop version and not the mobile version making this app f***ing amazing. Don't change how beautiful this is Spotify."
"November 5, 2015","I was introduced to Spotify by my son and immediately fell in love with it. I have a very eclectic taste in music and Spotify allows me to sample, search and/or select whatever suits my fancy at the moment. I particularly like the ""Discover"" function which recommends albums/performers/selections based on my past selections, but does delve into areas I had not previously encountered. That route has introduced me to performers I had never heard of in the past (and my past is pretty extensive). Also Spotify has allowed me to compile personal playlists of albums and/or selections that I particularly like. I use only the free download so I do have to listen to short commercials now and again (and they are repetitious), but since most of my music listening is via radio, that is no biggie. I highly recommend Spotify to music listeners of any genre>"
"July 18, 2017","It works well on a tablet so get it it may ask you for a email"
"February 8, 2016","Very ""manual transmission"" in design. For some, this is a great thing. You control EVERYTHING about your catalog, You can choose songs or albums to save. I'm ambiguous on what ""follow""-ing an artist actually means... but whatever. For those that are stuck in automatic transmission mode (pick some thing and let it unfold how it wants), all this freedom can seem horrifying, It took me a few days to re-adapt myself to the freedom that the app offered.  No consideration is really given for what you already own. This could be frustrating if it isn't considered that a person can arbitrarily add any single track (that the service is aware of) to the person's own catalog.  For a person with a PC background, trying to add things (while the well behaved android thing runs) can be confusing/annoying. This isn't a criticism of the app, which seems to do fairly expertly what it does... But, The ""Oh, ya. There might be desktop users."" thing seems to be an afterthought. This isn't a criticism of the app itself. It can only do what it is programmed to do, But, [desktop user manipulating user's library] seems to (unfortunately) be an afterthought at best.  As to music sources, there's few things lacking as I can tell. In particular (as of this date). Yanni - Optimystique seems to be absent, and to access the songs I remember I have to use ""Winter Light"" (a newer album/rehash, or whatever). I can live with that."
"July 2, 2017","Let's me listen to song I haven't heard in years. It's cheap to be able to listen to just about any song or group you can think of and create your own play list."
"February 19, 2017","This is stupid and you can get the premium!!!!!#this suck"
"June 22, 2014","I like that there is an app for Kindle for Spotify because it is instantly addicting, not having to pick out songs to play yourself. I notice the app plays short ads, where for some reason I don't if I use the web page on my PC, maybe because there is room on a full sized monitor to run visual ads."
"June 14, 2014","The app is not working on a samsung gio smartphone. The message is that it is not supported. Can't use it"
"July 27, 2016","I don't understand how anyone wouldn't get this. You don't even need premium (unless you want more songs). This app is great for listing to a specific song any time you want."
"May 8, 2017","I can't listen with out WiFi because ii don't have data.😕😊"
"September 7, 2017","I love this music app, I can listen to my favorite songs any time I want."
"December 14, 2016","I love the music they reproduce"
"June 23, 2017","You guys need to add back Dr Dre's album the chronic. The chronic would have a lot of downloads and Spotify would be really popular and probably have more downloads. Or so  -Eric Petersen  Ps- Add the chronic"
"May 5, 2016","Works great when others dont"
"November 22, 2015","It was a good music service until they made it like mobile where you have to shuffle rather than play any song you want. Especially sucks when you listen to bands who's albums are like books: meant to be listened to from beginning to end, not out of order."
"March 27, 2016","This is a great music app! I love how you can listen to any song on an album and download songs (premium) to listen to without using data! Great app just one issue: It just randomly pauses and when I go to look at the app the pause button isn't hit and it won't resume playing unless I hit pause and play again. Great app just had that one issue. Definitely recommend over Pandora, Slacker, iHeartRadio, etc"
"November 24, 2014","Was happy for one day with this app...loved it the it decided to only give me the option to shuffle there is no longer a play option for individual songs. I don't want to sit here and wait for the song I want to hear to randomly play!!"
"July 14, 2017","Great music app. Love the weekly discovery feature and the daily mixes."
"July 30, 2016","I tried signing up to use this app and I can't it won't let me do Facebook sign up or email :( guess that was aa waste of data to download"
"August 7, 2016","It's great for people who have unlimited data.... My main issue is that there is no hotbar player for when the app is open. I don't enjoy having to go back from Silk to Spotify to skip a song. P.S: I'm using a Gen 2 Kindle Fire that was purchased in 2012."
"March 21, 2016","The Premium version is very good!"
"August 5, 2014","P2w bulls***, sucks m8"
"October 28, 2017","I love the songs that they put on the app from TV shows\games"
"April 4, 2016","Great app all good music"
"August 4, 2014","I tried to play a tune from the list and it wont let you. Instead it says SHUFFLE, meaning they mix up the songs you hear. If you go to a premium choice (which probably costs money) you can have the freedom to choose and select. These sights interrupt your listening to inject commercials and if you want to pay money they stop. Its like free....but at a cost. When cable companies first started competing with long established network stations for viewers their mantra was, ""we know you have to pay for cable, but we don't tie you down with endless commercials. Has anyone watched cable programming lately? Now you pay large sums for the cable and they inundate you with ads. Pandora is the same.....don't want to pay, we interrupt your play. It's all about the money and getting more."
"October 25, 2015","I used to love the Kindle Fire version. I liked how it was basically the same as the computer version. No harm was done. I was fine without premium. The ads didn't bother me too much. Then, the new update happened. Now its the exact same as the phone version. I have always hated the phone version for a reason. There is basically no freedom on it. I already have to limit my time on Spotify because this tablet only connects to wifi, but now I just don't want to use it. There was no harm in keeping this version the same as the computer. Profit isn't an excuse. You can expect people to pay for this while you as a company are crippling artists' profit at the same time. I'd rather pay for amazon prime than this. The price is a lot more reasonable and I get free music and playlists. I'm really encouraging you to change it back because I guarantee that you've lost many users to this and you're just going to lose more. I used to recommend Spotify to people, but now my view has changed. Its just not worth it anymore, so I'll just spent my time warning people off of this half baked app. You're Welcome, Spotify"
"July 27, 2017","I love spotify, it lets me listen to all of my songs legit anywhere I go. It makes playlists for me judging by my music and I highly recommend this to anyone and everyone. Five stars for Spotify!!!"
"June 13, 2016","This app sucks. When I installed it the app wouldn't respond. It was maybe the lack of internet in my house but the app is awful."
"February 18, 2015","Spotify has an amazing selection, no doubt. The ability to create your own playlists, surf from one related artist or group to another (in other words, discover new music economically) by listening to the entire track, and to listen offline (Premium only (it's a coded special file, so don't think you get to keep it permanently) is truly great for the listener. However, the artists are severely underpaid. Services like this one are a slap in the face for the creative geniuses that move you emotionally. If you want to do them justice, be more than a complacent consumer and tell Spotify that you demand more support to the artists they profit from. Hold Premium hostage! Only get the free version until they change their ways!"
"June 17, 2016","Excellent!"
"June 16, 2017","I've been using Spotify for several years now, and I have to say, it's my streaming app of choice. First of all, you can find almost anything on it, from music to even things like guided meditation or audio books. So it's the first place I search when I hear about a new artist or song. Or if I'm looking for an old song or an artist I used to love but lost track of over the years. And lots of people, from celebrities to critics will post special playlists you can choose from as well. I'm constantly reading articles that send you to a new playlist worth checking out. I also love being able to use downloaded playlists offline if I'm driving or flying, too.The app itself is pretty foolproof, though sometimes searching can be a little bit tricky. And you still can't alphabetize your playlists, which gets messy. . Nothing else works as well or has so much to offer yet."
"June 21, 2016","There is nothing I can say about Spotify that hasn't been said a million times before. This program is simply amazing. For just over $10.00 a month I can listen to any song pretty much ever created. I get the new radio singles, new albums, singles from weird indie bands I've never heard of, customized playlists, Sunday playlists for when I want to chill, the ability to search by song, artist, or album and I can save anything I want to find it later. For how much music I listen to (every day, constantly, non-stop), I simply cannot exist without the variety and ease Spotify provides. If you don't have a membership, get one ASAP. This is how music playing should be! I have it installed on my computer, cellphone, and Kindle so I have access to it from literally anywhere. Please and thank you!"
"October 9, 2016","I hate when I try to make a que and load albums together and it shows up on my currently playing album so I have to drag songs from current album from bottom to top"
"June 28, 2017","Great selection of great music"
"October 7, 2016","I love It but It's a little glitchy all whenever I get an ad advertisement the video it always glitches an IT CRasHes .so when I uninstalled the app it says MY OwN email and right PAsSword is invalid I used my email the first time but......When it crashed I had to uninstall it and only because I love it I downloaded it again and my right email address was wrong I changed my own PAsSword so............................I got used to making my own email and my own PAsSword all this because I love spotify and the cycle goes again but you go and click that download Bu5tton ... take that five out poor five but have to take it out you have to see the word because also the five is going to take over the WORLD  I'm funny.RiGhT¿ 😹🔨🚿🛁🏉🏊🏨🏰🗿🏰🏩🏮🏮🏰🏮🏩🏯🏯🏯🏰😊 get it you have to and take my advice get it seriously..."
"June 27, 2015","THE best music app of all! I was a subscriber to a monthly music service for years. Then I found out about Spotify. I had several gigabytes of music files on my computer and in the cloud. When I found Spotify, I made the decisione to get rid of all that and save space on my hard drive.You don't actually BUY the music, so you can't burn CDs or make other copies, but you CAN have the app on all your devices, so the music goes with you wherever you want. I connect the Bluetooth on my phone to my car's sound system, so I can listen to what I want....and no commercials! You can create your own playlists and fill them with the actual music you want...not 'sounds like' the music you like And the best part is that you can make your playlists available offline, so you don't have to have an Internet connection to listen to your music.Another nifty feature of Spotify is the ability to view the lyrics of what you're listening to if you want. All the information about the artist is also available if you want to know more about the artists you're listening to.  And for those people who are devoted to social media, Spotify also allows you to connect with friends and see what they are listening to and you can make your playlists public as well. I don't use those features, but they are available.  This is the app I use more than any other on my devices. I just love it."
"May 14, 2016","Glad I downloaded it."
"May 11, 2017","The music is great, they have near everything. Wish you didn't have to pay to play the immediate song you wanted to instead of putting it on shuffle. Otherwise, great app that you should totally get!!"
"December 8, 2016","This music app is so much better than Pandora lol."
"August 12, 2016","I use Spotifyt all the time, and I have a favorite playlist on Spotify that I listen to each morning when I read the paper. Spotify doesn't have some of the bells and whistles of iTunes or Amazon Music; but the search feature is easy to use, and it's very easy to create and modify playlists. I especially like the fact that it plays through my Amazon Echo."
"November 18, 2016","Spotify became my ""GO TO"" app for streaming music. I like the variety and flexibility. I like Spotify best when it works with my devices. It does NOT work on my Kindle Fire. I have gone to the dev sight and they do not provide for feedback which would allow them to discreetly fix issues. They do have a tab that says FEEDBACK but it is a goat rope. The app works great on my Samsung devices but it does not work on Amazon devices. Go figure."
"June 2, 2016","I love my music. And I love having it all around me at all times. And I feel like with Spotify, you can go on any device, log in and listen to all your favorite Playlists and Albums and Singers. And I swear I'm not trying to sound like a commercial or anything, I just find Spotify to be a very efficient way of listening to music, and without music I would be totally lost to the world. So, what I'm trying to say is, Spotify is a very easy and manageable way of listening to music, new or old, at all times. And, yes, it has commercials, but only one every 30 minutes and, apparently, with Spotify Premium, you can have music with NO commercials for 3 months for 99¢!!! I love Spotify."
"July 14, 2017","Best music app"
"June 20, 2014","I enjoy the different options offered me and in some cases a listing of songs hard to find elsewhere. I've only been a sub subscriber for a few days and am continue exploring what Spotify has to offer. The only regret I have at this point is that this service is not yet available on my windows phone, something I hope will change soon."
"March 30, 2015","I would have dropped out of college, fell asleep while driving, and been in severe road-rage-induced car accidents were it not for Spotify's nearly constant stream of music for me. Thank you Spotify. You're the best. Keep up the good work! Spotify also has great customer service for when you have any issues. I have been using Spotify Premium for over 4 years now. I recently had to use the free version for just a day or two while working through a problem I was having with my premium account and I realize why someone might not like it. There are definitely a lot of ads and a lot less freedom with the free version, but I believe the premium is worth it. If your'e a student anywhere, it's only $5 a month, and that's a lot less than a new CD. I love that it instantly syncs across all my devices so my playlists are with me in my car, work, my personal laptop, and even my phone. It's just great."
"July 26, 2016","Spotify is great! It is almost like Pandora only you can search and pick individual songs and make your own playlists. They don't have everything but they do have a lot. Also, the recordings for some of the songs are not good at all ( piano pieces are all I have heard so far with bad recording) but I don't know if Spotify controls that or not."
"October 3, 2016","We love Spotify. we have the family account and we are all always on it. Bluetooth it via the boat and our car. we all have such eclectic taste in music this is perfect rarely ever have ANY problems with Spotify and its amazing. :0) WE LOVE OUR SPOTIFY"
"December 30, 2014","I downloaded this app from the Amazon app store for my Kindle Fire HDX. At first it worked fine but then when I accessed it, it displayed a dialog box which said: APP COMPATIBILITY: Unfortunately, this app has not yet been updated to the latest compatibility or security standards. We have notified the developer and asked them to provide an updated version of this app. If you have any questions please notify our customer support team using the help app . Then it gave the options to either close or launch anyway. Considering the broad array of permissions that this app requires in any event,I chose to close it and will not be using it until it is cleared by Amazon. Wait a minute, they are the ones who ""sold"" it to me in the first place as an app approved for use on the Kindle. Confused yet? I am!"
"December 24, 2014","Love the versatility! Check this out. I live in Tucson, AZ and have been Care-giving for my 81 y o Father for the past 9 years out of my home. His health recently hit an all time low placing him into Home Hospice status. My Sister (49 y o) who lives in Charlotte, NC contacted her two sons (18 & 22 y o - my Fathers Grandsons) requesting they put together a playlist for my Dad including his favorite recording artists including but not limited too Bob Dylan, Joe Cocker, & Jethro Tull. They new this was a job to be done best by SPOTIFY. The Playlist was quickly assembled by the Grandsons, they e-mailed me (55 y o) my new created User Name & Password, I followed simple provided download directions. The Playlist appeared upon my Log-in I pressed Scramble Play, and I had one very happy, sick but smiling Father for the following 3.5 hours. Since yesterday he has enjoyed the mixed playlist 7 additional times and can't wait for tomorrow morning to come! Thank You Spotify!!!!!!!"
"January 30, 2017","Spotify is absolutely wonderful. I am in my 60's and really hate being exposed to do much of the electronic things. But my daughter thought I should have this and I am so grateful that she did. I have had so much fun getting all the old songs on a playlist (yes, and some new songs). I cannot praise you guys enough for such a user friendly program for all ages to enjoy. Thank you!!!"
"April 11, 2017","Well I have both Spotify and Pandora premiums. Spotify to me is way better though for several reasons. One, Pandora tends to skip alot and then instead of just pausing the song a second or two till it re-connects, it jumps to the next song. Gets rather annoying. Spotify on the other hand will pause, and then in a couple of seconds continue on with the same song. Two, I can choose playlists and download them if I know I'm going to be in a place where connection isn't very good. Pandora is good for suggesting songs based on your likes. I often use Pandora for that reason alone. But when it finds songs for me that I like, I add those songs to my Spotify playlists. Third, and for the kicker. I haven't used Pandora customer service so I can't judge them. But Spotify customer service is Aces. I was looking for a phone number to call them - which they don't have I found out, but that's okay. I used their contact form on their website and they contacted me back the very next day. The problem I was having was that my account got hacked and PW changed. Wouldn't have worried about it too much but I had my payment info, and of course playlists that I had taken lots of time to build. They immediately locked my account to where no one could access it, and deleted any personal & payment info. Then restored access to me. Not only that, they recovered all my playlists that had been deleted by this jackass whoever he/she/it may be (psyilucas@gmail.com). Anyway, several emails back n' forth with a badass rep named Christian over at Spotify, and I'm back to fully operational status!"
"February 29, 2016","Love spotify. All my favorite songs and albums at my fingertips. Really nothing bad to say about it. Its free and has ads but the ads dont bother me one ad after every few songs no big deal. Now it also lets you listen to one ad and have 30 minutes of uninterupted listening. I add my fave songs to playlists, organize playlists, and save entire albums. I just put my favorite playlist on shuffle and jam while im getting ready for work. It works great on my kindle fire. Excellent app."
"October 6, 2016","I would honestly give this platform five stars but, the adds are annoying. I don't want to upgrade lol. Great app though. They are always making good quality updates to music and over all stability of this app."
"June 21, 2014","I like that there is a huge amount of music available, that seems to make Spotify more likely to have the specific types I am interested in. I also like being able to search and find entire CDs of music and put them into an easily accessible list. Kind of like having CDs on my computer. I do wish that there was info on each CD or artist, or the lyrics, the way that Pandora does."
"August 27, 2017","My only complaint is that you need to have a membership to pick the order that your songs play on a playlist."
"April 20, 2017","I love it. It is the best music app made. I just don't know how to get premium plz tell me how too"
"November 3, 2017","I absolutely love Slotify. Not only can I create my own playlist of favorite music, but they put together suggested playlists based on my likes. I use Spotify every day to listen to music. Try it, you'll love it!"
"April 19, 2016","I really like spotify music app. Although I am relatively new to this app and will do a follow-up review once I have been using it longer. What is great so far is that the user can choose the music they want to hear! Unlike other music apps. What I am not sure of yet is can I as a mom of a pre-teen set parental controls that only I will be able to remove. There are some racy lyrics out there that I don't want my children exposed to just yet... including language or suggestive themes.so an update is in the future. As of this writing only I have used it and at that not long enough to vet it.."
"August 22, 2017","Comparing Spotify to what I consider its main competitor, Apple Music, there's really no clear winner. Both services have comparably sized music libraries, and each one has plenty of content that you won't find on the other. They're about the same price and have similar features such as radio stations (although Apple Music has stations with DJs if that's something you care about), hi-fi streaming, commercial free streaming, and so on. Apple Music's library appeals more to me personally, but the client absolutely does not.  The iTunes desktop client for Windows is nothing short of horrific, and they're pretty much equally inconvenient to use on Linux. I've found that they work about equally as well on OS X. You can login to Spotify on as many devices as you'd like, where Apple Music can only be authorized on six devices at once. You can't stream from multiple devices at once with either service. The Android clients for both services are great, although buffering time occasionally seems a bit longer than necessary on Apple Music. Obscure music is equally sparse on both services, but different bands are available for streaming on each of them, so it's worth looking into what they offer. I ultimately switched from Spotify to Apple Music because of that."
"June 24, 2017","This app will not let me start a playlist I can't even press the continue button to get started"
